author_id,author,gender,COUNT of id
858,Juan Cuattromo,M,1
859,Alejandro Robba,M,1
860,Andrés Vilella Weiss,M,1
861,Rodrigo Fresán,M,13
862,Alan Iud,M,1
863,Ian Buruma,M,3
864,Fernando J. Ruiz,M,4
865,Claudio Figuerola,M,1
866,Carlos Alberto Barzani,M,1
867,Marcelo Szelagowski,M,1
868,Martín Lousteau,M,1
869,Alejandro Slokar,M,2
870,Deborah Huczek,F,1
871,Emmanuel Alvarez Agis,M,1
872,Luis Grossman,M,1
873,Alejandra Litterio,F,1
874,Felix Crous,M,2
875,Peter Singer,M,2
876,Mariana Maggio,F,1
877,Santiago Kovadloff,M,5
878,Javier Sandomingo,M,2
879,Emilio Ocampo,M,7
880,Adrián Falco,M,1
881,Verónica Grondona,F,1
882,Horacio Reyser,M,1
883,Omar Abboud,M,2
884,Juan Pegoraro,M,1
885,Javier Blanco,M,1
886,Rubén M. Perina,M,4
887,Diana Tussie,F,1
888,Elsa Llenderrozas,F,2
889,Raúl Montenegro,M,1
890,Jorge Majfud,M,10
891,​​​​​​​Iván Pablo Orbuch,M,1
892,Alicia Hartmann,F,2
893,Ana Castellani,F,3
894,Patricio Garcia de Leo,M,1
895,Noemí Ciollaro,F,2
896,Santiago Montoya,M,1
897,"Hernán Letcher, Germán Muiño, Magdalena Rua, Julia Strada y Leandro Ziccarelli",M,1
899,"Hernán Letcher, Germán Muiño y otros",M,1
900,Mariano Sardans,M,1
901,Guillermo Calvo,M,1
902,Gustavo Ludmer,M,1
903,Juan Manuel Padín,M,2
904,Ana Acosta,F,1
905,Jorge Capitanich,M,1
906,Fernando Henrique Cardoso,M,1
907,César Merea,M,1
908,Pablo Manzanelli,M,1
909,Néstor Restivo,M,2
910,Daniel Guiñazú,M,10
911,Rubén Lo Vuolo,M,2
912,Josep Puig Bóo,M,2
913,Gustavo Bulla,M,1
914,Vicente Battista,M,3
915,Lucía Cirmi Obón,F,1
916,Alberto Manuel García Lema,M,2
917,Eduardo Macchiavelli,M,1
918,Luciano Lutereau,M,2
919,Joaquín Soriani,M,2
920,Lorenza Sebesta,F,1
921,Salvador Gil,M,1
922,Carlos Elbert,M,1
923,Pedro Cahn,M,2
925,Gabriel Levinas,M,1
926,Victor Wolf,M,6
927,Hernán Charosky,M,2
928,Daniel Lozano,M,2
929,Ariel Aguilar,M,4
930,Pablo Kornblum,M,2
931,Betina S. Stein,F,1
932,Lisandro Rábida,M,1
933,José Manuel Ugarte,M,1
934,Sergio Wisky,M,1
935,Darío G. Martínez,M,2
936,Fabián Ruocco,M,1
937,"Fernando ""Pino"" Solanas",M,6
938,Roberto “Tito” Cossa,M,1
939,Raúl Cazal,M,1
940,Ernesto Meccia,M,1
941,Marina Yuszczuk,F,2
942,Fernando Krakowiak,M,2
943,Andrés Ibarra,M,1
944,Marcela Mora y Araujo,F,1
,,M,2
945,Mario Toer,M,1
946,Fabian Bosoer,M,36
948,J. Matías De Lucchi,M,2
949,Pablo Chena,M,1
950,Aldo Isuani,M,2
951,Daniel Mecca,M,1
952,Diego Videla,M,1
953,Julián Zícari,M,2
954,Fernanda Gil Lozano,F,2
955,Hugo Martini,M,3
956,Juan Pablo Darioli,M,2
957,René Oviedo,M,1
958,Ariel Graizer,M,1
959,Facundo Solanas,M,1
960,Arnaldo Otegi,M,1
961,María Cristina Oleaga,F,1
962,José Armando Caro Figueroa,M,1
963,Claudio Presman,M,3
964,Iñaki Regueiro De Giacomi,M,1
965,Rafael Velasco,M,1
966,Marta Nebot,F,1
967,Anabella Lucardi,F,1
968,Mariano Lovelli,M,1
969,Gustavo Segré,M,1
970,Néstor Scibona,M,4
971,Daniel Goldman,M,1
972,Nicolás Arata,M,1
973,Claudia Korol,F,5
974,Magdalena Ruiz Guiñazú,F,12
975,Gianfranco Pasquino,M,1
976,Alejandro Melamed,M,1
977,María Seoane,F,3
978,Teresa Vargas,F,1
979,Adriana Alegrett Salazar,F,1
980,Verónica Toller,F,1
982,Gabriel Chocron,M,1
983,Teresita Vargas,F,1
984,Luis Gregorich,M,7
985,Raanan Rein,M,1
986,Mariano Echenique,M,3
987,",",X,1
988,Roxana Longo,F,1
989,Pablo Bernasconi,M,2
990,Adriana Carrasco,F,2
991,Romina Behrens,F,1
992,Adrian Melo,M,1
993,Jaime Barba,M,2
994,Susana Decibe,F,1
995,Magalí Etchebarne,F,1
996,Jorge Remes Lenicov,M,2
997,Facundo Suárez Lastra,M,1
998,Rocco Carbone,M,1
999,Carlos Valle,M,1
1000,María Pía López,F,9
1001,Laura Laski,F,1
1002,Victoria Morales Gorleri,F,1
1003,Verónica Gago,F,2
1005,Mariano Obarrio,M,1
1006,Laura F. Belli,F,1
1007,Leticia Cerezo,F,1
1008,Liliana De Riz,F,1
1009,Siro De Martini,M,1
1010,Enrique Maurtua Konstantinidis,M,2
1011,Lucía De leone,F,1
1013,Josefina Mendoza,F,1
1014,Damián Toschi,M,1
1016,Jorge Fonseca,M,1
1017,Nicolás Hernán Zeolla,M,1
1018,Juan Cruz,M,3
1020,Héctor Barbotta,M,1
1021,Nicolás Segal,M,1
1022,Mariana L. González,F,1
1023,Raúl Barrios,M,1
1024,Laura Devetach,F,1
1025,Miguel Angel Asensio,M,1
1026,Jason Beech,M,1
1027,Adriana Noreña,F,1
1028,Nicole Moscovich,F,3
1029,Miriam Boyadjian,F,1
1030,Mariano E. Giménez,M,2
1031,Martín Casares,M,1
1032,Ana Oberlin,F,3
1033,Mariela Lanza,F,3
1034,Carlos Rozen,M,2
1035,Guadalupe Treibel,F,3
1036,Marcelo Mazzuca,M,1
1037,Yumber Vera Rojas,M,1
1038,Claudia Neira,F,3
1039,Daniel Pelegrina,M,1
1040,Gonzalo Arzuaga,M,1
1041,Aida Kemelmajer de Carlucci,F,1
1042,Gabriela Michetti,F,1
1043,Luis Alberto Cáceres,M,1
1044,Silvia Elizalde,F,1
1045,Analía Más,F,1
1046,Karina Felitti,F,1
1047,Hugo Yasky,M,1
1048,Sandra Cesilini,F,5
1049,Oscar Trotta,M,1
1050,Enrique Nardone,M,1
1051,Juan Pablo Sorín,M,1
1052,Manuel Sbdar,M,1
1053,Pierre Henri Guignard,M,1
1054,Gustavo López,M,1
1055,Robert Fisk,M,2
1056,Natalia Neo Poblet,F,2
1057,Karina Galperín,F,1
1058,Pablo Gianera,M,19
1059,Clara Sanchis Mira,F,1
1060,Laura Rosso,F,2
1061,Luciano Fabbri,M,1
1062,Lothar Matthäus,M,1
1063,Marcelo Gantman,M,1
1064,Arnaldo Bocco,M,3
1065,Paul Krugman,M,1
1066,Federico Sciurano,M,1
1067,Javier Correa,M,1
1068,Fernando Buen Abad Domínguez,M,2
1069,Alberto Barrera Tyszka,M,2
1070,Silvia Giacoppo,F,1
1071,Pablo Díaz,M,1
1072,Antolín Magallanes,M,2
1073,Juan Fernando Brügge,M,1
1074,Victoria Tolosa Paz,F,1
1075,Tina Gardella,F,1
1076,Juan Ignacio Issa,M,2
1077,Sergio Wischñevsky,M,5
1078,Fabiana Rousseaux,F,1
1079,Violeta Gorodischer,F,2
1080,Alejandro J. Ganimian,M,1
1081,Miguel Angel Barrios,M,1
1082,Horacio Tettamanti,M,2
1083,Roberto Agosta,M,1
1084,José Natanson,M,4
1085,Remei Margarit,F,3
1086,Pablo Gentili,M,6
1087,Mario Negri,M,1
1088,Victoria Giarrizo,F,1
1089,Sergio Pasqualini,M,1
1090,Miguel Ángel Pichetto,M,1
1091,Santiago Dapelo,M,2
1092,Norberto Consani,M,2
1093,"Blas Bigatti, Santiago Ragno y Santiago Stura",M,1
1094,Horacio Bernades,M,5
1095,Eugenia Botta,F,1
1096,Luis Tonelli,M,7
1097,Ana María Delgado,F,1
1098,Jorge A. Colombo,M,1
1099,María Medrano,F,1
1100,Héctor A. Huergo,M,2
1101,Felipe Solá (*,M,2
1102,Claudio Epelman,M,1
1103,Mario D. Serrafero,M,1
1104,Adriana Clemente,F,1
1105,Silvia Duschatzky,F,1
1106,Nils Castro,M,3
1107,Alberto Kornblihtt,M,1
1108,Alberto kornblihtt,M,1
1109,Santiago de Estrada,M,1
1110,Corina Alegre,F,1
1111,Sergio Doval,M,3
1112,Julio Bárbaro,M,2
1113,Verónica Buchanan,F,1
1114,Raúl Kollmann,M,7
1115,Luis Contigiani,M,2
1116,Federico Casal,M,1
1117,Gala Díaz Langou,F,1
1118,Andrea Echevarría,F,1
1119,Eduardo F. Valdés,M,1
1120,Eduardo Diana,M,1
1121,Carola Martinez,F,1
1122,Mark Kent,M,1
1123,María Fernanda Rodríguez,F,2
1124,Luciana Zorzoli,F,1
1125,Marta Cichero,F,1
1126,Gabriela Diker,F,1
1127,Mariano Nespral,M,1
1128,Enrique Peña Nieto,M,1
1129,Thomas L. Friedman,M,1
1130,Mariano Bartolomé,M,1
1131,Juan Félix Marteau,M,1
1132,Carta Abierta,X,1
1133,Pedro Goldfarb,M,1
1134,Ernesto López,M,2
1135,Rodolfo Braceli,M,2
1136,Daniel Barenboim,M,1
1137,Javier Torres Molina,M,1
1138,Mariano Holot,M,1
1139,Raúl Muda,M,1
1140,Carla Yumatle,F,1
1141,Raúl Magnasco,M,1
1142,Aldo Duzdevich,M,2
1143,Julián Axat,M,2
1144,Mario Alberto Juliano,M,1
1145,Daniel H. Silva,M,1
1146,Mariela Belski,F,2
1147,Pablo Secchi,M,2
1148,Marlene Wayar,F,3
1149,Cristina Banegas,F,1
1150,Héctor Huergo,M,2
1151,Camila Stimbaum,F,1
1152,Alejandro Besuschio,M,1
1153,Hernán Patiño Mayer,M,1
1154,Andrea Guzmán,F,1
1155,Mario Sebastiani,M,3
1156,Carlos Menem,M,1
1157,Marina Lisenberg,F,1
1158,Iván Pablo Orbuch,M,1
1159,Carlos Pisoni,M,1
1160,Lelio Mármora,M,3
1161,Señorita Bimbo,F,1
1162,Emilse Pizarro,F,1
1163,Martín Zeballos Ayerza,M,1
1164,Josep María Ruiz Simón,M,2
1165,Fernán Saguier,M,2
1166,Daniel Scarfo,M,3
1167,Mabel Careaga,F,1
1168,Carla Quiroga,F,2
1169,Roberto Bacman,M,3
1170,Mabel Zurita,F,1
1171,Ernesto Martelli,M,1
1172,Marco Teruggi,M,5
1173,Enrique “Pepe” Albistur,M,1
1174,Gregorio Badeni,M,2
1175,Andrés Repar y Arturo Trinelli,M,1
1176,Juan Ignacio Duarte,M,1
1177,Ignacio Peña,M,1
1178,Ester Szlit,F,1
1179,Esteban Torres,M,1
1180,María Soledad Segura y Agustín Espada,X,1
1181,Guillermo Marcó,M,1
1182,Jorge Streb,M,1
1183,Horacio Viqueira,M,1
1184,Santiago Roberto,M,2
1185,Giselle Santana,F,1
1186,Felipe Yapur,M,3
1187,José Eduardo Abadi,M,1
1188,Graciela Daleo,F,1
1189,Pablo Shmerkin,M,1
1190,Daniel Ulanovsky Sack,M,1
1191,Enrique Valiente Noailles,M,1
1192,Rut Diamint,F,1
1193,Roberto Follari,M,2
1194,Esteban Sánchez,M,1
1195,Pablo Amalfitano,M,1
1196,Walter C. Medina,M,1
1197,Esteban Elena,M,1
1198,Osvaldo L. Delgado,M,1
1199,Gerardo Alzamora,M,1
1200,Diego Luciani,M,1
1201,Hugo Beccacece,M,9
1202,"Federico Pastrana, Florencia Medici",M,1
1203,Tomás Varnagy,M,1
1204,Pablo Rovito,M,1
1205,Laura Galarza,F,1
1206,Pablo Martínez Carignano,M,1
1207,Mauro Limas,M,1
1208,Hijos La Plata,X,1
1209,Cecilia Sciessere,F,1
1210,Gail Scriven,F,1
1211,Hugo Wortman Jofré,M,1
1212,Sara Méndez,F,1
1213,Luciana Mantero,F,2
1214,Carol Proner,F,1
1215,Antoni Gutiérrez-Rubí,M,1
1216,Rafael Rojas,M,1
1217,Leopoldo Moreau,M,1
1218,Luis Rappoport,M,1
1219,Juan Pablo Ordoñez,M,1
1220,Luis Vinker,M,3
1221,Ezequiel Brahim,M,1
1222,Sebastián Varela del Río,M,1
1223,"A. López Accotto, C. Martínez, M. Mangas y R. Paparas",X,1
1224,Natalia Aruguete,F,1
1225,Martín Unzué,M,1
1226,Silvia E. González Ayala,F,1
1227,Wanda Fraiman,F,1
1228,Pablo Antonini,M,1
1229,Pedro Wasiejko,M,1
1230,Alberto Sileoni,M,1
1231,Damián Brizuela,M,1
1232,Marcela Ana Negro,F,1
1233,Leandro Despouy,M,1
1234,Silvio Waisbord,M,2
1235,José Manuel Ortega Fournier,M,1
1236,Daniela Gabor,F,1
1237,Andrew Graham-Yooll,M,1
1238,Francisco Yofre,M,1
1239,Irina Moroni,F,1
1240,Carlos Martínez y Nicolás Dinerstein,M,1
1241,Ben Backwell,M,1
1242,Juan Falú,M,1
1243,Teresa Parodi,F,1
1244,Grupo Ciencia y Técnica Argentina (CyTA),X,1
1245,José Suárez Álvarez,M,1
1246,Celeste Jerez,F,2
1247,Agustín Waisman,M,1
1248,Hernán Patiño Meyer,M,1
1249,Marianela Scocco,F,1
1250,Pablo Slonimsqui,M,1
1251,Lluis Foix,M,2
1252,María José Castells,F,1
1253,Ariel Geandet,M,1
1254,Daniel Funes de Rioja,M,1
1255,Nora Lía Sormani,F,1
1256,Camila Campodónico,F,1
1257,María Graciela Rodríguez,F,1
1258,Guillermo Schavelzon,M,1
1259,Fabiana Quaini,F,1
1260,Carlos Alvarez Teijeiro,M,2
1261,Mario Juliano,M,3
1262,Gabriel Puricelli,M,1
1263,Ignacio D’Amore,M,1
1264,Luci Cavallero,F,1
1265,Edgardo N. De Vincenzi,M,1
1266,María José Rodríguez Murguiondo,F,2
1267,José María Lladós,M,1
1268,Facundo Bocco Proietti,M,2
1269,Carlos Gervasoni,M,1
1270,Hernán Maurette,M,1
1271,Marcelo Rabossi,M,1
1272,Diego Berardo,M,1
1273,Adriana Lauria,F,1
1274,Mario Rapoport,M,2
1275,Dario Pignotti,M,1
1276,Mara Brawer,F,1
1277,Leandro Morgenfeld,M,1
1278,Jorgelina Loza,F,1
1279,Roberto Cortés Conde,M,1
1280,Oscar Cecchi,M,1
1281,Gabriela Larralde,F,1
1282,Alfredo Pérez Galimberti,M,1
1283,Mariano Llinás,M,1
1284,Victoria Donda,F,2
1285,Silvina Romano,F,1
1286,Estela Diaz,F,1
1287,Sebastián Tobar,M,1
1288,Cecilia Rikap,F,1
1289,Ezequiel Rivero,M,1
1290,Martín D'Alessandro,M,1
1291,Walter Bressia,M,1
1292,"1-Claudia Broitman, 2-Graciela Chemello, 3-Patrica Sadovsky y 4-Carmen Sessa",F,1
1293,Jorge Halperín,M,5
1294,Sebastián Plut,M,1
1295,Pablo Nocera,M,1
1296,Andrés Calamaro,M,1
1297,Adán Jodorowsky,M,1
1298,Silvia Saravia,F,1
1299,Sandra Aguilar,F,1
1300,Maximiliano Abad,M,1
1301,Carla Carrizo,F,1
1302,Helena Estrada,F,2
1303,Daniel E. Novak,M,1
1304,Guillermo Saccomanno,M,3
1305,Jorge Sarghini,M,1
1306,Gabriel Sánchez Zinny,M,1
1307,Ariel Basteiro,M,1
1308,Jorge Altamira,M,1
1309,Marikena Monti,F,1
1310,Cecilia Rossetto,F,1
1311,Rita Cortese,F,1
1312,Mario Midón,M,1
1313,Gustavo Blutman,M,1
1314,Dolores Caviglia,F,20
1315,Beatriz Alem,F,1
1316,Adrian Franco (Pati),M,1
1317,Max Aguirre,M,1
1318,Arnaldo “Lalo” Piñon,M,1
1319,Eduardo Misch,M,1
1320,Irene Meler,F,1
1321,Emilio J. Cardenas,M,1
1322,María Victoria Giulietti,F,1
1323,Sebastián Halperín,M,1
1324,Ariel Dorfman,M,5
1325,Leopoldo Godio,M,1
1326,Jorge Taiana,M,1
1327,Martín Pérez,M,1
1328,Aldo Lo Russo,M,1
1329,Jorge Rosales,M,5
1330,Irma Argüello,F,2
1331,Gabriel Fuks,M,3
1332,Julieta Waisgold,F,1
1333,Federico Merke,M,1
1334,Marisa Giráldez,F,1
1335,Gustavo Ferrari,M,1
1336,Victoria Zorraquín,F,1
1337,Marcelo Giullitti Oliva,M,2
1338,Arnaldo Medina,M,1
1339,Lucas Doldan,M,1
1340,Ana María Shua,F,2
1341,Elena Duro,F,1
1343,Nicolás Zeolla,M,1
1344,Andrés Cisneros,M,2
1345,Domingo Bresci,M,1
1346,Marta Braschi,F,1
1347,Magdalena Fernández Lemos,F,2
1348,Florencia Vallone,F,2
1349,Virgilio Gregorini,M,1
1350,Susana Malcorra,F,1
1351,Rodrigo Zarazaga,M,1
1352,Lola Sasturain,F,1
1353,Javier Bardem,M,1
1354,Marcelo Saguier,M,1
1355,José Ramón López-Portillo,M,1
1356,Belén López Peiró,F,3
1357,Shelley Park,F,1
1358,Marie Bardet,F,1
1359,Ricardo Pignanelli,M,1
1360,Pablo Bereciartúa,M,2
1361,Martin Wallach,M,1
1362,Fausto Spotorno,M,1
1363,Bruno Susani,M,2
1364,Carli Bianco,F,3
1365,Jeanet Leguas,F,1
1366,Víctor Bronstein,M,2
1367,Arturo Trinelli,M,2
1368,Jorge Reinaldo Vanossi,M,1
1369,Marcelo Langieri,M,1
1370,Jorge Castro Rubel,M,1
1371,Noelia Rivero,F,1
1372,Horacio Losoviz,M,1
1373,Fabio J. Quetglas,M,2
1374,Francisco Quintana,M,1
1375,Sebastián Waisgrais,M,2
1376,Gabriel Lanfranchi,M,1
1377,Guido Leonardo Croxatto,M,1
1378,Herman Lew,M,1
1379,Dalile Antúnez,F,1
1380,Norma Vázquez,F,1
1381,Tomás Rodríguez,M,1
1382,Ricardo Pedace,M,1
1383,Leonel González Postigo,M,2
1384,Shlomo Ben-Ami,M,3
1385,Tomás Lukin,M,2
1386,Paola Gallo,F,1
1387,Carlos Rodríguez,M,1
1388,Andrés Borthagaray,M,1
1389,Sergio Gabriel Solmesky,M,1
1390,Jimena Noziglia,F,1
1391,Enrique Medina,M,1
1392,Oche Califa,M,2
1393,Tatiana Sfiligoy (Ruarte Britos),F,1
1394,Camilo Sánchez,M,1
1395,Mariano Narodowski,M,1
1396,Oscar Moscariello,M,2
1397,Fernando Bertello,M,1
1398,Verónica Torras,F,1
1399,Javier Ghibaudi,M,1
1400,Ana Gárriz,F,1
1401,Darío Alessandro,M,1
1402,Mijail Gorbachov,M,1
1403,Jorge Castañeda,M,1
1404,Diego Montes de Oca,M,2
1405,Carlos Fara,M,2
1406,Alexander Güvenel,M,2
1407,Juan Pablo Varsky,M,2
1408,Patricio Pinto,M,1
1409,"Andrés Ferrari Haines, André Moreira Cunha",M,1
1410,Marina Mariasch y Florencia Minici,F,2
1411,Tania Etulain,F,1
1412,Ricardo Romero,M,1
1413,Ana Longoni,F,1
1414,Lorena Retegui,F,1
1415,Hernán Monath,M,2
1416,Alberto Ricardo Dalla Via,M,1
1417,Samanta Bonelli,F,1
1418,Luisa Corradini,F,3
1419,Adrián Stoppelman,M,1
1420,Carolina Reati,F,1
1421,Carolina Aguerre,F,1
1422,"Marta Dillon, Verónica Gago",F,1
1423,Lois Pérez Leira,F,1
1424,Andrés Ferrari Haines y André Moreira Cunha,M,1
1425,"Andrei Ujica, Valerie Massadian, Luis Miñarro, María Alché y María Bonsanti",X,1
1426,Rodolfo Alonso,M,1
1427,Carlos Balmaceda,M,1
1428,Rodolfo Rodil,M,1
1429,Alejandro Collia,M,1
1430,Christian A. Dodaro y Verónica Díaz Ordoñez,X,1
1431,Daniel H. Suárez,M,1
1432,Agustín Porres,M,2
1433,Hernán Guggiari,M,1
1434,Noelia Custodio,F,1
1435,Graciela Morgade,F,1
1436,Rodrigo Robles Tristán,M,1
1437,Alejandra Birgin,F,1
1438,Mariano Elizondo,M,1
1439,Fernando Stefani,M,1
1440,Verónica Montúfar,F,1
1441,Diego Tatián,M,1
1442,Varina Suleiman,F,1
1443,Marco Lavagna,M,1
1444,Mario Waissbluth,M,1
1445,Diego Latorre,M,1
1446,José María Nelson,M,1
1447,Patricio Giusto,M,2
1448,Miguel Briante,M,1
1449,Rafael Bielsa,M,2
1450,Claudio Romero,M,1
1451,Colectivo Ni Una Menos,X,1
1452,Gustavo Hornos,M,1
1453,Fernando Zingman,M,2
1454,Pablo Castillo,M,1
1455,Laura Sbdar,F,1
1456,Lucía Esperoni,F,1
1457,Daniel Larriqueta,M,2
1458,Oscar Soria,M,1
1459,Santiago Cantón,M,1
1460,Lucía Speroni,F,1
1461,Diego R. Guelar,M,1
1462,José Muchnik,M,1
1463,Ana De Mendoza,F,1
1464,Mr. Kailash Satyarthi,M,1
1465,Paula Nurit Shabel y Luciana Chait,F,1
1466,Jorge Eines,M,1
1467,Ezequiel Raimondo,M,1
1468,Carolina Stanley,F,1
1469,Laura Ventura,F,1
1471,Jorge Tartaglione,M,3
1472,Fernando Pedrosa,M,1
1473,Luis Alén,M,1
1474,Roxana Perazza,F,1
1475,Tomás Forster,M,1
1476,Eduardo Sguiglia,M,2
1477,Raul Fitipaldi,M,1
1478,Mauricio Wainrot,M,1
1479,Marcelo Veneranda,M,1
1480,Leandro Bruni,M,1
1481,Ricardo Nacht,M,1
1482,Ricardo Raúl Benedetti,M,1
1483,Mónica Macha,F,1
1484,Ricardo Gene,M,1
1485,André Moreira Cunha y Andrés Ferrari Haines,M,1
1486,Marcelo Betti,M,1
1487,Alberto Manguel,M,1
1488,Néstor Vicente,M,1
1489,Norberto Alayón,M,2
1490,Edgardo Esteban,M,3
1491,Claudio Avruj,M,1
1492,Daniel Tarnopolsky,M,1
1493,Juan Archibaldo Lanús,M,1
1494,Elva Roulet,F,1
1495,Ralph Haiek,M,1
1496,Sonia Roitman,F,1
1497,Ofelia Fernández,F,1
1498,Jorge Todesca,M,1
1499,Gerardo Sanchis Muñoz,M,1
1500,Santiago Otamendi,M,2
1501,Andrés Rosler,M,1
1502,Ivanna Petz,F,1
1503,Javier Lorca,M,1
1504,Manuel Guzmán-Hennessey,M,1
1505,Martín Astarita,M,1
1506,Germán L. Kammerath,M,1
1507,Adriana Amado,F,1
1508,Emilio Monzó,M,1
1509,Diego Rossi,M,1
1510,Pablo Challu,M,1
1511,Florencia Gordillo,F,1
1512,Hugo Arana,M,1
1513,Chris Feliciano Arnold,M,1
1514,Marcelo J. Louge Juárez,M,1
1515,Valeria Licciardi,F,1
1516,Silvana Edith Szmukler,F,1
1517,Horacio Fazio,M,1
1518,Pablo Ferreyra,M,1
1519,Fernando Espinoza,M,1
1520,Germán Ferrari,M,1
1521,Carola Birgin,F,1
1522,Guillermo Levy,M,1
1523,Esteban Bayer,M,1
1530,Daniel Rafecas,M,1
1531,Juan Manuel Telechea,M,1
1532,Carlos Hoevel,M,1
1533,Marcelo Lafón,M,1
1534,Alvaro Rosado,M,1
1535,Cinthia Wanschelbaum,F,1
1536,Julián D Angelo,M,1
1537,Laura Quiñones Urquiza,F,1
1538,Daniela Giorgetta,F,1
1539,Mariano Gerván,M,1
1540,María Laura Garrigós de Rébori,F,2
1541,Julieta Luque,F,1
1542,Alfredo Ángel Abuin,M,1
1543,Maximiliano Reyes,M,1
1544,Sonia Alesso,F,1
1545,Nuria Giniger,F,1
1546,Miguel A. Schiavone,M,1
1547,"Ana Acosta, Mariano Santana y Leandro Mora Alfonsín",X,1
1548,Raquel Chan,F,1
1549,Rudy,M,2
1550,Martín A. Maldonado,M,1
1551,Abraham F. Lowenthal,M,2
1552,Carolina Perín,F,1
1553,Alicia Caballero,F,1
1554,Norberto Liwski,M,1
1555,Alejandro Fierro,M,1
1556,Ada Augello,F,1
1557,Gabriel Salvia,M,1
1558,Eugenio Dimier,M,1
1559,Ignacio Cloppet,M,2
1560,Matías Néspolo,M,1
1561,Viviana Núñez,F,1
1562,José Manuel Corchuelo Blasco,M,1
1563,Cynthia Hotton,F,1
1564,Teresa Elizalde,F,1
1565,Nadin Argañaraz,M,1
1566,Blas Bigatti,M,1
1567,Víctor De Gennaro,M,1
1568,Lila María Feldman,F,1
1569,Alejandra Korstanje,F,1
1570,Katalina Vásquez Guzmán,F,1
1571,Eduardo Capdevila,M,1
1572,Rodolfo Rabanal,M,2
1573,Micaela Kohen,F,1
1574,Gabriela Borrelli Azara,F,1
1575,María Paula Zacharías,F,1
1576,Noelia Díaz Esquivel,F,1
1577,Nicolás M. Olszevicki,M,1
1578,"Mariano A. Barrera, Pablo Wahren y Alberto Rodríguez",X,1
1579,Pablo Marmorato,M,1
1580,Jorge Enriquez,M,2
1581,Pablo Neira y Federico Pastrana,X,1
1582,Verónica Pérez y Candela Hernández,X,1
1583,Liliana Mazea,F,1
1584,Frank Ching,M,1
1585,Jorge Sigal,M,1
1586,Beatriz Nofal,F,1
1587,Daniel Gustavo Montamat,M,1
1588,Cristian Dellocchio,M,1
1589,Alfredo Jorge Kraut,M,1
1590,Alejandro Rascovan,M,1
1591,Soledad Deza,F,1
1592,Silvina Ajmat,F,1
1593,Mariano Pinedo,M,1
1594,Giordana García Sojo,F,1
1595,Nicolás Tereschuk,M,1
1596,Jairo Lugo-Ocando,M,1
1597,Michael J. Camilleri,M,1
1598,Silvina Martínez,F,1
1599,Roque Farrán,M,1
1600,Fernando Frank,M,1
1601,Nicolás Durrieu,M,1
1602,Clementina Crisolitti,F,1
1603,Milton Oddone,M,1
1604,Eduardo Bastitta,M,1
1605,Benjamín Uzorskis,M,1
1606,Estela Maidac,F,1
1607,Manuel Becerra,M,1
1608,"Joseph S. Nye, Jr.",M,2
1609,Catalina Briski,F,1
1610,Juan Pablo Lichtmajer,M,1
1611,Ignacio Ibarzábal,M,1
1612,"Lina Anllo, Cintia González Oviedo",F,1
1613,Mariano Fraschini,M,1
1614,Paula Bombara,F,1
1615,Víctor Fera,M,1
1616,Pablo Abbatángelo,M,1
1617,Rodrigo Daskal,M,1
1618,Rodolfo Paverini,M,1
1619,Colectivo Federal de Trabajadores del Campo de la Salud Mental,X,1
1620,Genaro Grasso Cerrano,M,1
1621,Roberto Lampa,M,1
1622,Natalia Stoppani,F,1
1623,"Diego Conno, Diego Singer y Roque Farrán",X,1
1624,Ricardo Carciofi,M,1
1625,Telma Barreiro,F,1
1626,Marcelo Bergman,M,1
1627,Fabián Restivo,M,1
1628,Alberto L. Zuppi,M,1
1629,Osvaldo Arsenio,M,1
1630,Irina Sternik,F,1
1631,Camila Sosa Villada,F,1
1632,Peter Camino Cannock,M,1
1633,Marcelo Stiletano,M,1
1634,Rodolfo Manino Iriart,M,1
1635,Emiliano Balbín,M,1
1636,Héctor Recalde,M,1
1637,Gonzalo Sánchez,M,1
1638,Benjamin N. Gedan,M,1
1639,Jorge Torres Zavaleta,M,1
1640,Alfredo Casero,M,1
1641,Leonardo Murolo,M,1
1642,Ezequiel A. Rivero,M,1
1643,Juan Gabriel Tokatlián,M,1
1644,Sebastián Vigliero,M,1
1645,Isidoro Luis Felcman,M,1
1646,Juan Carlos Latrichano,M,1
1647,"Juan Carlos Latrichano, Julián Blejmar",M,1
1648,Ariel Prat,M,1
1649,Romina Rekers,F,1
1650,Javier González Fraga,M,1
1651,Andrés Reggiani,M,1
1652,Liliana Heker,F,1
1653,Cora Gamarnik,F,1
1654,Miguel Ángel Schiavone,M,1
1655,Andrés Delich,M,1
1656,Matías Segreti,M,1
1657,Abelardo Vitale,M,1
1658,Felipe González,M,1
1659,Robert Reich,M,1
1660,Luis Montes Calvet,M,1
1661,Andrés Hatum,M,1
