id,title,site,url,added,last_seen,author_id,id,author,gender
5079,"La falacia de la escasez",pagina12,https://www.pagina12.com.ar/136169-la-falacia-de-la-escasez,2018-08-19T01:30:15-03:00,2018-08-25T00:30:12-03:00,106,106,"Claudio Scaletta",M
5080,"El ajuste hace tocar fondo",pagina12,https://www.pagina12.com.ar/136281-el-ajuste-hace-tocar-fondo,2018-08-19T01:30:15-03:00,2018-08-19T11:30:15-03:00,66,66,"Mario Wainfeld",M
5081,"Macri es el Nunca Más al revés",pagina12,https://www.pagina12.com.ar/136280-macri-es-el-nunca-mas-al-reves,2018-08-19T01:30:15-03:00,2018-08-19T11:30:15-03:00,657,657,"Martín Granovsky",M
5082,"La Argentina encallada",clarin,/opinion/argentina-encallada_0_Bypp7vIUX.html,2018-08-19T02:30:03-03:00,2018-08-19T11:30:04-03:00,70,70,"Eduardo van der Kooy",M
5083,"Rebalanceando la economía, en medio de una ...",clarin,/opinion/rebalanceando-economia-medio-tormenta_0_rkKu2WL8Q.html,2018-08-19T02:30:03-03:00,2018-08-19T11:30:04-03:00,211,211,"Ricardo Arriazu",M
5084,"No llores por mí, Sudamérica",clarin,/opinion/llores-sudamerica_0_SywgJzLIm.html,2018-08-19T02:30:03-03:00,2018-08-19T11:30:04-03:00,345,345,"Joaquín Roy",M
5085,"La Triple A de la corrupción",lanacion,/2163747-la-triple-a-corrupcion,2018-08-19T03:30:11-03:00,2018-08-19T11:30:12-03:00,146,146,"Jorge Fernández Díaz",M
5086,"Víctor Hugo, soldado de una guerra que ya fue",lanacion,/2163778-victor-hugo-soldado-guerra-fue,2018-08-19T03:30:11-03:00,2018-08-19T11:30:12-03:00,148,148,"Pablo Sirvén",M
5087,"Bolsos sí, cuadernos no",lanacion,/2163111-bolsos-si-cuadernos-no,2018-08-19T03:30:11-03:00,2018-08-19T11:30:12-03:00,78,78,"Sergio Suppo",M
5088,"El último adiós a un padre fugitivo",lanacion,/2163695-el-ultimo-adios-padre-fugitivo,2018-08-19T03:30:11-03:00,2018-08-19T11:30:12-03:00,274,274,"Víctor Hugo Ghitta",M
5089,"Pedofilia o el cáncer de la Iglesia",pagina12,https://www.pagina12.com.ar/136261-pedofilia-o-el-cancer-de-la-iglesia,2018-08-19T10:30:14-03:00,2018-08-19T11:30:15-03:00,117,117,"Washington Uranga",M
5090,"Las muertes también cuentan",pagina12,https://www.pagina12.com.ar/136282-las-muertes-tambien-cuentan,2018-08-19T10:30:14-03:00,2018-08-19T10:30:14-03:00,66,66,"Mario Wainfeld",M
5091,"Basta de ""la moda del running""",clarin,/opinion/basta-moda-running_0_r1suiSDUX.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,351,351,"Pablo Vaca",M
5092,"La vuelta del aborto, Código Penal al freezer ...",clarin,/politica/vuelta-aborto-codigo-penal-freezer-frustrado-intento-kirchnerista_0_HJffhwvIX.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,166,166,"Ignacio Zuleta",M
5093,"Impactos variados de los escándalos de ...",clarin,/opinion/impactos-variados-escandalos-corrupcion-opinion-publica_0_H1c8CBwU7.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,167,167,"Marita Carballo",F
5094,"San Martín, el político visionario",clarin,/opinion/san-martin-politico-visionario_0_Hy-_VLPU7.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,549,549,"Ricardo de Titto",M
5095,"Modernizar las ideas en Defensa nacional",clarin,/opinion/modernizar-ideas-defensa-nacional_0_By6Qh8v8X.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,459,459,"Juan Battaleme",M
5096,"Diarios: ¿futuro en papel?",clarin,/opinion/diarios-futuro-papel_0_BJpY2VvL7.html,2018-08-20T12:26:23-03:00,2018-08-21T00:30:04-03:00,640,640,"Patricia Kolesnicov",F
5097,"El aborto es la opción por un mal menor",lanacion,/2163931-el-aborto-es-opcion-mal-menor,2018-08-20T12:26:29-03:00,2018-08-21T02:30:12-03:00,222,222,"Mario Vargas Llosa",M
5098,"Qué pasa en los países con presidentes abiertamente corruptos",lanacion,/2163556-que-pasa-paises-presidentes-abiertamente-corruptos,2018-08-20T12:26:29-03:00,2018-08-21T02:30:12-03:00,310,310,"Inés Capdevila",F
5099,"Buen periodismo",lanacion,/2163915-buen-periodismo,2018-08-20T12:26:29-03:00,2018-08-21T02:30:12-03:00,45,45,"Carlos M. Reymundo Roberts",M
5100,"Ángeles, punguistas y otras delicias",lanacion,/2163917-angeles-punguistas-otras-delicias,2018-08-20T12:26:29-03:00,2018-08-21T02:30:12-03:00,1201,1201,"Hugo Beccacece",M
5101,"Producir en la incertidumbre",pagina12,https://www.pagina12.com.ar/136419-producir-en-la-incertidumbre-permanente,2018-08-20T12:26:32-03:00,2018-08-20T16:30:13-03:00,1202,1202,"Federico Pastrana, Florencia Medici",M
5102,"La corrupción, en su marco",pagina12,https://www.pagina12.com.ar/136451-la-corrupcion-en-su-marco,2018-08-20T12:26:32-03:00,2018-08-21T01:30:16-03:00,82,82,"Mempo Giardinelli",M
5103,"Los conceptos que nos faltan",pagina12,https://www.pagina12.com.ar/136411-los-conceptos-que-nos-faltan,2018-08-20T12:26:32-03:00,2018-08-21T01:30:16-03:00,478,478,"Boaventura de Sousa Santos",M
5104,"El sector nuclear está en grave riesgo",pagina12,https://www.pagina12.com.ar/136449-el-sector-nuclear-esta-en-grave-riesgo,2018-08-20T12:26:32-03:00,2018-08-21T01:30:16-03:00,803,803,"Andrés J. Kreiner",M
5105,"La caída de Narciso",pagina12,https://www.pagina12.com.ar/136430-la-caida-de-narciso,2018-08-20T12:26:32-03:00,2018-08-21T01:30:16-03:00,1094,1094,"Horacio Bernades",M
5106,"Ya hay que hablar del posmacrismo",pagina12,https://www.pagina12.com.ar/136460-ya-hay-que-hablar-del-posmacrismo,2018-08-20T13:30:14-03:00,2018-08-22T02:30:17-03:00,83,83,"Eduardo Aliverti",M
5107,"Medidas económicas en la tormenta",pagina12,https://www.pagina12.com.ar/136401-medidas-economicas-en-la-tormenta,2018-08-20T17:30:14-03:00,2018-08-21T18:30:15-03:00,1172,1172,"Marco Teruggi",M
5108,"El riesgo de superar a Netflix",clarin,/opinion/riesgo-superar-netflix_0_Hkju8LuUQ.html,2018-08-20T19:30:04-03:00,2018-08-22T01:30:03-03:00,108,108,"Gonzalo Abascal",M
5109,"Del PAMI a las tarifas, el ajuste 2019 viene ...",clarin,/opinion/pami-tarifas-ajuste-2019-viene-recargado_0_HyJ9iadIQ.html,2018-08-21T01:30:04-03:00,2018-08-22T01:30:03-03:00,71,71,"Alcadio Oña",M
5110,"Estudios médicos: ¿por qué cuesta menos ...",clarin,/opinion/estudios-medicos-cuesta-hacer_0_HJskNq_LX.html,2018-08-21T01:30:04-03:00,2018-08-22T01:30:03-03:00,289,289,"Esteban Lifschitz",M
5111,"La Primavera de Praga, una utopía socialista ...",clarin,/opinion/primavera-praga-utopia-socialista-ahogada-comunismo_0_rkFiFtOLm.html,2018-08-21T01:30:04-03:00,2018-08-22T01:30:03-03:00,1203,1203,"Tomás Varnagy",M
5112,"Los perros de la suerte",clarin,/opinion/perros-suerte_0_H1IxrtO8X.html,2018-08-21T01:30:04-03:00,2018-08-22T01:30:03-03:00,205,205,"Miguel Wiñazki",M
5113,"Don Alfredo no se va",pagina12,https://www.pagina12.com.ar/136595-don-alfredo-no-se-va,2018-08-21T02:30:15-03:00,2018-08-22T02:30:17-03:00,1204,1204,"Pablo Rovito",M
5114,"Detrás de los detalles",pagina12,https://www.pagina12.com.ar/135924-detras-de-los-detalles,2018-08-21T02:30:15-03:00,2018-08-22T09:30:16-03:00,1205,1205,"Laura Galarza",F
5115,"El papel fundamental del periodismo en la lucha contra la corrupción",lanacion,/2164104-el-papel-fundamental-del-periodismo-lucha-corrupcion,2018-08-21T03:30:13-03:00,2018-08-22T02:30:14-03:00,122,122,"Pablo Mendelevich",M
5116,"La importancia del diagnóstico en tus finanzas personales",lanacion,/2164028-la-importancia-del-diagnostico-tus-finanzas-personales,2018-08-21T03:30:13-03:00,2018-08-22T02:30:14-03:00,172,172,"Nicolás Litvinoff",M
5117,"Los violines y las perdices van quedando en los cuentos",lanacion,/2164029-los-violines-perdices-van-quedando-cuentos,2018-08-21T03:30:13-03:00,2018-08-22T02:30:14-03:00,186,186,"Diana Wang",F
5118,"Ahora nos escuchan, lo nuevo de Ingrid Beck en Radio Con Vos",lanacion,/2163883-ahora-nos-escuchan-lo-nuevo-ingrid-beck,2018-08-21T03:30:13-03:00,2018-08-22T02:30:14-03:00,287,287,"Pablo Montagna",M
5119,"Papá ¿me alquilás un globo?",pagina12,https://www.pagina12.com.ar/136762-papa-me-alquilas-un-globo,2018-08-21T19:30:16-03:00,2018-08-22T02:30:17-03:00,265,265,"Marcelo Rudaeff (Rudy)",M
5120,"Economía, corrupción y encuestas",clarin,/opinion/economia-corrupcion-encuestas_0_H1BasE5LQ.html,2018-08-22T02:30:04-03:00,2018-08-23T03:30:04-03:00,37,37,"Ricardo Kirschbaum",M
5121,"Dólar-inflación-riesgo país, un animal que ...",clarin,/opinion/dolar-inflacion-riesgo-pais-animal-muerde-cola_0_rJK4QM9UX.html,2018-08-22T02:30:04-03:00,2018-08-23T03:30:04-03:00,102,102,"Daniel Fernández Canedo",M
5122,"Aborto: se necesitan debates, no combates",clarin,/opinion/aborto-necesitan-debates-combates_0_SJpVOQ78X.html,2018-08-22T02:30:04-03:00,2018-08-23T03:30:04-03:00,756,756,"Ginés González García",M
5123,"Un muerto por hora en accidentes de tránsito, ...",clarin,/opinion/muerto-hora-accidentes-transito-tema-salud-publica_0_Sk23_mmLQ.html,2018-08-22T02:30:04-03:00,2018-08-23T03:30:04-03:00,1206,1206,"Pablo Martínez Carignano",M
5124,"Entre zorros y gallinas",clarin,/opinion/zorros-gallinas_0_rkZG1ptUX.html,2018-08-22T02:30:04-03:00,2018-08-23T03:30:04-03:00,285,285,"Alberto Amato",M
5125,"A la Iglesia le falta visión de futuro",lanacion,/2164427-a-iglesia-le-falta-vision-futuro,2018-08-22T03:30:14-03:00,2018-08-23T02:30:14-03:00,181,181,"Loris Zanatta",M
5126,"¿Hasta dónde va a ir el tipo de cambio?",lanacion,/2164554-hasta-donde-va-ir-tipo-cambio,2018-08-22T03:30:14-03:00,2018-08-23T02:30:14-03:00,513,513,"Orlando J. Ferreres",M
5127,"Una tarde en Las Ventas",lanacion,/2164437-una-tarde-las-ventas,2018-08-22T03:30:14-03:00,2018-08-22T15:30:14-03:00,78,78,"Sergio Suppo",M
5128,"Peligrosos juegos de pasión y de guerra",lanacion,/2163113-peligrosos-juegos-pasion-guerra,2018-08-22T03:30:14-03:00,2018-08-23T02:30:14-03:00,233,233,"Verónica Chiaravalli",F
5129,"El feminismo (también) revoluciona la lengua",pagina12,https://www.pagina12.com.ar/136831-el-feminismo-tambien-revoluciona-la-lengua,2018-08-22T03:30:16-03:00,2018-08-23T00:30:17-03:00,1207,1207,"Mauro Limas",M
5130,"Comunicación en sociedades diversas",pagina12,https://www.pagina12.com.ar/136830-comunicacion-en-sociedades-diversas,2018-08-22T03:30:16-03:00,2018-08-23T00:30:17-03:00,117,117,"Washington Uranga",M
5131,"Homo Personaje",pagina12,https://www.pagina12.com.ar/136631-homo-personaje,2018-08-22T03:30:16-03:00,2018-08-22T09:30:16-03:00,861,861,"Rodrigo Fresán",M
5132,"¡Hasta la memoria siempre, Chicha!",pagina12,https://www.pagina12.com.ar/136853-hasta-la-memoria-siempre-chicha,2018-08-22T03:30:16-03:00,2018-08-23T00:30:17-03:00,1208,1208,"Hijos La Plata",X
5133,"Carta a Chicha",pagina12,https://www.pagina12.com.ar/136927-carta-a-chicha,2018-08-22T10:30:17-03:00,2018-08-23T00:30:17-03:00,1172,1172,"Marco Teruggi",M
5134,"La expresión del hartazgo ante una corporación política aislada",lanacion,/2164503-la-expresion-del-hartazgo-corporacion-politica-aislada,2018-08-22T16:30:14-03:00,2018-08-23T02:30:14-03:00,93,93,"Joaquín Morales Solá",M
5135,"El peso del imaginario social",pagina12,https://www.pagina12.com.ar/137086-el-peso-del-imaginario-social,2018-08-23T01:30:16-03:00,2018-08-24T00:30:16-03:00,1209,1209,"Cecilia Sciessere",F
5136,"La huella invisible",pagina12,https://www.pagina12.com.ar/137064-la-huella-invisible,2018-08-23T01:30:16-03:00,2018-08-24T00:30:16-03:00,483,483,"Alfredo Serrano Mancilla",M
5137,"Con esa mirada, Clara",pagina12,https://www.pagina12.com.ar/136829-con-esa-mirada-clara,2018-08-23T01:30:16-03:00,2018-08-24T21:30:12-03:00,719,719,"Ana María Careaga",F
5138,"Del presidente volátil a los cuadernos, el riesgo de quedar anestesiados",lanacion,/2164822-del-presidente-volatil-cuadernos-riesgo-quedar-anestesiados,2018-08-23T03:30:13-03:00,2018-08-24T02:30:15-03:00,1210,1210,"Gail Scriven",F
5139,"¿Arrepentimiento o remordimiento?",lanacion,/2164916-arrepentimiento-remordimiento,2018-08-23T03:30:13-03:00,2018-08-24T02:30:15-03:00,196,196,"Bernardo Stamateas",M
5140,"Aumentan las tensiones y privaciones del pueblo iraní",lanacion,/2164917-aumentan-tensiones-privaciones-del-pueblo-irani,2018-08-23T03:30:13-03:00,2018-08-23T18:30:15-03:00,195,195,"Emilio Cárdenas",M
5141,"Trámite",lanacion,/2164827-tramite,2018-08-23T03:30:13-03:00,2018-08-24T02:30:15-03:00,78,78,"Sergio Suppo",M
5142,"La derrota de Cristina Kirchner",clarin,/opinion/derrota-cristina-kirchner_0_Hy0xJqs87.html,2018-08-23T04:30:04-03:00,2018-08-24T00:30:04-03:00,1,1,"Ricardo Roa",M
5143,"Grieta, ""sesgo de confirmación"" y crisis de ...",clarin,/opinion/grieta-sesgo-confirmacion-crisis-justicia_0_Byn0fBsIQ.html,2018-08-23T04:30:04-03:00,2018-08-24T00:30:04-03:00,270,270,"Ezequiel Spector",M
5144,"Somos responsables de las políticas que nos ...",clarin,/opinion/responsables-politicas-gobiernan_0_SkNJ6riUm.html,2018-08-23T04:30:04-03:00,2018-08-24T00:30:04-03:00,879,879,"Emilio Ocampo",M
5145,"Presente y futuro de la interrupción ...",clarin,/opinion/presente-futuro-interrupcion-voluntaria-embarazo_0_Hk1OuUoIX.html,2018-08-23T04:30:04-03:00,2018-08-24T00:30:04-03:00,592,592,"Andrés Gil Domínguez",M
5146,"La bici no se mancha",clarin,/opinion/bici-mancha_0_ryQmAOFIm.html,2018-08-23T04:30:04-03:00,2018-08-24T00:30:04-03:00,336,336,"Raquel Garzón",F
5147,"Un laboratorio electoral hiperactivo",lanacion,/2164902-un-laboratorio-electoral-hiperactivo,2018-08-23T19:30:15-03:00,2018-08-24T02:30:15-03:00,5,5,"Carlos Pagni",M
5148,"Escenas del surrealismo político",clarin,/opinion/escenas-surrealismo-politico_0_rk4SE02LX.html,2018-08-24T01:30:05-03:00,2018-08-25T03:30:04-03:00,37,37,"Ricardo Kirschbaum",M
5149,"EE.UU. podría aportar datos sobre la ruta del ...",clarin,/opinion/eeuu-podria-aportar-datos-ruta-dinero-corrupcion_0_B1FIi3h87.html,2018-08-24T01:30:05-03:00,2018-08-25T03:30:04-03:00,38,38,"Marcelo Bonelli",M
5150,"Villas, asentamientos y barrios: recomponer ...",clarin,/opinion/villas-asentamientos-barrios-recomponer-ciudadania-perdida_0_ryVsOh28Q.html,2018-08-24T01:30:05-03:00,2018-08-25T03:30:04-03:00,247,247,"Jorge Ossona",M
5151,"La figura del arrepentido,un potente bisturí ...",clarin,/opinion/figura-arrepentido-potente-bisturi-debe-bien-utilizado_0_HJ1nSn38m.html,2018-08-24T01:30:05-03:00,2018-08-25T03:30:04-03:00,1211,1211,"Hugo Wortman Jofré",M
5152,"La estrategia de Lula",pagina12,https://www.pagina12.com.ar/137329-la-estrategia-de-lula,2018-08-24T01:30:18-03:00,2018-08-25T00:30:12-03:00,123,123,"Emir Sader",M
5153,"A propósito del lenguaje inclusivo",pagina12,https://www.pagina12.com.ar/137109-a-proposito-del-lenguaje-inclusivo,2018-08-24T01:30:18-03:00,2018-08-24T17:30:18-03:00,295,295,"Sergio Zabalza",M
5154,"El discurso",pagina12,https://www.pagina12.com.ar/137378-el-discurso,2018-08-24T01:30:18-03:00,2018-08-26T00:30:12-03:00,158,158,"Horacio González",M
5155,"El ocaso de una reina narcisista",lanacion,/2165140-el-ocaso-reina-narcisista,2018-08-24T03:30:14-03:00,2018-08-24T21:30:09-03:00,6,6,"Laura Di Marco",F
5156,"Dificultades de la gobernabilidad en tiempos de incertidumbre",lanacion,/2165174-dificultades-gobernabilidad-tiempos-incertidumbre,2018-08-24T03:30:14-03:00,2018-08-25T02:30:09-03:00,16,16,"Sergio Berensztein",M
5157,"Guía para sobrevivir a la posverdad",lanacion,/2165157-guia-sobrevivir-posverdad,2018-08-24T03:30:14-03:00,2018-08-24T12:30:15-03:00,450,450,"Nora Bär",F
5158,"Borges y su eterno desencuentro con el peronismo",lanacion,/2165295-borges-su-eterno-desencuentro-peronismo,2018-08-24T03:30:14-03:00,2018-08-25T02:30:09-03:00,124,124,"Daniel Gigena",M
5159,"EE.UU. podría aportar datos sobre la ruta del dinero de la corrupción",clarin,/opinion/unidos-podria-aportar-datos-ruta-dinero-corrupcion_0_BkKC5phIQ.html,2018-08-24T09:30:04-03:00,2018-08-24T13:30:04-03:00,38,38,"Marcelo Bonelli",M
5160,"“Los peores meses”",pagina12,https://www.pagina12.com.ar/137343-los-peores-meses,2018-08-24T09:30:17-03:00,2018-08-25T10:30:12-03:00,742,742,"Marina Dal Poggetto",F
5161,"“La tasa no baja”",pagina12,https://www.pagina12.com.ar/137344-la-tasa-no-baja,2018-08-24T09:30:17-03:00,2018-08-25T00:30:12-03:00,1064,1064,"Arnaldo Bocco",M
5162,"Pese al ocaso de su relato, Cristina puede dormir tranquila",lanacion,/2165232-pese-al-ocaso-su-relato-cristina-puede,2018-08-24T13:30:16-03:00,2018-08-25T02:30:09-03:00,131,131,"Fernando Laborda",M
5163,"Hipocresía política y persecución judicial",pagina12,https://www.pagina12.com.ar/137519-hipocresia-politica-y-persecucion-judicial,2018-08-24T17:30:18-03:00,2018-08-26T00:30:12-03:00,729,729,"Adolfo Pérez Esquivel",M
5164,"Un error que distorsiona la discusión por los salarios docentes",lanacion,/2165473-un-error-distorsiona-discusion-salarios-docentes,2018-08-24T18:30:16-03:00,2018-08-25T02:30:09-03:00,522,522,"Luciana Vázquez",F
5165,"Hasta siempre, Chicha",pagina12,https://www.pagina12.com.ar/137618-hasta-siempre-chicha,2018-08-25T01:30:12-03:00,2018-08-26T00:30:12-03:00,1212,1212,"Sara Méndez",F
5166,"La obra maestra de Luis Brandoni",lanacion,/2165438-la-obra-maestra-luis-brandoni,2018-08-25T03:30:09-03:00,2018-08-26T02:30:09-03:00,184,184,"Mariana Arias",F
5167,"Crisis y destino de nuestra democracia",lanacion,/2165564-crisis-destino-nuestra-democracia,2018-08-25T03:30:09-03:00,2018-08-26T02:30:09-03:00,48,48,"Eduardo Fidanza",M
5168,"Borges, un agnóstico tras las ideas de Buda",lanacion,/2165591-borges-agnostico-ideas-buda,2018-08-25T03:30:09-03:00,2018-08-25T03:30:09-03:00,274,274,"Víctor Hugo Ghitta",M
5169,"Mente superior domina mente inferior",lanacion,/2165687-mente-superior-domina-mente-inferior,2018-08-25T03:30:09-03:00,2018-08-26T02:30:09-03:00,354,354,"Maritchu Seitún",F
5170,"Cristina y Lula, un paralelo imposible",clarin,/opinion/cristina-lula-paralelo-imposible_0_rJmwZ7ALX.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,1,1,"Ricardo Roa",M
5171,"El Presupuesto, la última apuesta a la ...",clarin,/politica/presupuesto-ultima-apuesta-racionalidad_0_BJCzx40I7.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,73,73,"Fernando Gonzalez",M
5172,"Al rescate de las olvidadas",clarin,/opinion/rescate-olvidadas_0_rkG76PT8X.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,49,49,"Silvia Fesquet",F
5173,"Trump, las chicas y el impeachment, laberinto ...",clarin,/mundo/trump-chicas-impeachment-laberinto-dificil-improbable_0_ryIo8W0LQ.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,50,50,"Marcelo Cantelmi",M
5174,"¡Salven a las ballenas reina!",clarin,/opinion/salven-ballenas-reina_0_SyHsq0p8X.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,297,297,"Claudio Campagna",M
5175,"Maltrato infantil: cicatrices imborrables",clarin,/opinion/maltrato-infantil-cicatrices-imborrables_0_ByVKCJRIm.html,2018-08-25T04:30:04-03:00,2018-08-26T01:30:04-03:00,508,508,"Lucrecia Teixidó",F
5176,"La infertilidad y la vida en pareja",lanacion,/2165454-la-infertilidad-vida-pareja,2018-08-25T04:30:09-03:00,2018-08-26T02:30:09-03:00,1213,1213,"Luciana Mantero",F
5177,"Si se mueve, es flan",pagina12,https://www.pagina12.com.ar/137707-si-se-mueve-es-flan,2018-08-25T11:30:13-03:00,2018-08-26T00:30:12-03:00,265,265,"Marcelo Rudaeff (Rudy)",M
5178,"Los Estados (des) Unidos",clarin,/opinion/des-unidos_0_Hy2pqe08m.html,2018-08-25T12:30:04-03:00,2018-08-26T01:30:04-03:00,946,946,"Fabian Bosoer",M
5179,"La ONU en Brasil, señal de alerta",pagina12,https://www.pagina12.com.ar/137811-la-onu-en-brasil-senal-de-alerta,2018-08-26T01:30:12-03:00,2018-08-27T00:30:13-03:00,1214,1214,"Carol Proner",F
5180,"A Macri no le quedan ni promesas",pagina12,https://www.pagina12.com.ar/137839-a-macri-no-le-quedan-ni-promesas,2018-08-26T01:30:12-03:00,2018-08-27T00:30:13-03:00,64,64,"Edgardo Mocca",M
5181,"Tecnopolítica para cambiar la comunicación política y las campañas electorales",pagina12,https://www.pagina12.com.ar/137828-tecnopolitica-para-cambiar-la-comunicacion-politica-y-las-ca,2018-08-26T01:30:12-03:00,2018-08-27T00:30:13-03:00,1215,1215,"Antoni Gutiérrez-Rubí",M
5182,"El odio",pagina12,https://www.pagina12.com.ar/137626-el-odio,2018-08-26T01:30:12-03:00,2018-08-27T00:30:13-03:00,140,140,"Luis Bruschtein",M
5183,"El derrumbe y los bomberos",pagina12,https://www.pagina12.com.ar/137844-el-derrumbe-y-los-bomberos,2018-08-26T01:30:12-03:00,2018-08-27T00:30:13-03:00,66,66,"Mario Wainfeld",M
5184,"Octubre y abril, volcán social y elección clave",clarin,/politica/octubre-abril-volcan-social-eleccion-clave_0_r1X8fv1DQ.html,2018-08-26T02:30:04-03:00,2018-08-27T01:30:03-03:00,37,37,"Ricardo Kirschbaum",M
5185,"El represor que le pide a Vidal volver a la ...",clarin,/politica/represor-pide-vidal-volver-policia-bonaerense_0_SJ3PrtpI7.html,2018-08-26T02:30:04-03:00,2018-08-26T22:30:04-03:00,101,101,"Héctor Gambini",M
5186,"El pasado está lejos de irse",clarin,/opinion/pasado-lejos-irse_0_ByGo6lA8m.html,2018-08-26T02:30:04-03:00,2018-08-27T01:30:03-03:00,70,70,"Eduardo van der Kooy",M
5187,"Una república sin constitución moral",clarin,/opinion/republica-constitucion-moral_0_rkvUHHyv7.html,2018-08-26T02:30:04-03:00,2018-08-27T01:30:03-03:00,304,304,"Natalio Botana",M
5188,"La división de la izquierda regional frente a ...",clarin,/opinion/division-izquierda-regional-frente-nicaragua_0_ryJ-uHJPm.html,2018-08-26T02:30:04-03:00,2018-08-27T01:30:03-03:00,1216,1216,"Rafael Rojas",M
5189,"La recesión ya llegó: ¿hasta cuándo?",clarin,/politica/recesion-llego_0_rkN5kh1DX.html,2018-08-26T03:30:04-03:00,2018-08-27T01:30:03-03:00,71,71,"Alcadio Oña",M
5190,"Todo señala a Cristina como jefa de la banda",lanacion,/2165809-todo-senala-cristina-como-jefa-banda,2018-08-26T03:30:09-03:00,2018-08-27T01:30:09-03:00,93,93,"Joaquín Morales Solá",M
5191,"El decadente ""sentido común"" de los argentinos",lanacion,/2165795-el-decadente-sentido-comun-argentinos,2018-08-26T03:30:09-03:00,2018-08-27T01:30:09-03:00,146,146,"Jorge Fernández Díaz",M
5192,"Entre la euforia y una gran encrucijada",lanacion,/2165828-entre-euforia-gran-encrucijada,2018-08-26T03:30:09-03:00,2018-08-27T01:30:09-03:00,148,148,"Pablo Sirvén",M
5193,"La emoción de partir y dejar atrás lo cercano",lanacion,/2165114-la-emocion-partir-dejar-atras-lo-cercano,2018-08-26T03:30:09-03:00,2018-08-26T21:30:09-03:00,877,877,"Santiago Kovadloff",M
5194,"Más ajuste y privatización",pagina12,https://www.pagina12.com.ar/137724-mas-ajuste-y-privatizacion,2018-08-26T10:30:12-03:00,2018-08-27T00:30:13-03:00,603,603,"Carlos Heller",M
5195,"Los empresarios, ante la oportunidad histórica de la refundación",lanacion,/2165810-los-empresarios-oportunidad-historica-refundacion,2018-08-26T12:30:08-03:00,2018-08-27T01:30:09-03:00,94,94,"José Del Rio",M
5196,"Histrionismo, especulaciones y ""good show""",clarin,/opinion/reality-ex-presidente-histrionismo-especulaciones-good-show_0_SJuEAwgDQ.html,2018-08-26T23:30:04-03:00,2018-08-28T02:30:04-03:00,205,205,"Miguel Wiñazki",M
5197,"La corrupción nuestra de cada día",clarin,/opinion/corrupcion-dia_0_BytIWCgwX.html,2018-08-26T23:30:04-03:00,2018-08-28T02:30:04-03:00,49,49,"Silvia Fesquet",F
5198,"No tenemos Flan B",clarin,/politica/flan_0_HJ4FYLJw7.html,2018-08-26T23:30:04-03:00,2018-08-27T01:30:03-03:00,144,144,"Alejandro Borensztein",M
5199,"Más cuadernos, urgente",pagina12,https://www.pagina12.com.ar/138041-mas-cuadernos-urgente,2018-08-27T01:30:11-03:00,2018-08-28T00:30:11-03:00,83,83,"Eduardo Aliverti",M
5200,"Los fueros del pueblo",pagina12,https://www.pagina12.com.ar/138040-los-fueros-del-pueblo,2018-08-27T01:30:11-03:00,2018-08-28T00:30:11-03:00,1217,1217,"Leopoldo Moreau",M
5201,"De alcahueterías y alcahuetes",pagina12,https://www.pagina12.com.ar/138031-de-alcahueterias-y-alcahuetes,2018-08-27T01:30:11-03:00,2018-08-29T01:30:13-03:00,283,283,"Julio Maier",M
5202,"Tradición americana",pagina12,https://www.pagina12.com.ar/138013-tradicion-americana,2018-08-27T01:30:11-03:00,2018-08-28T00:30:11-03:00,890,890,"Jorge Majfud",M
5203,"Procuradora a prueba, amnistía por los aportes ...",clarin,/politica/procuradora-prueba-amnistia-aportes-confesiones-cristina-sola_0_B18uyhxwm.html,2018-08-27T02:30:04-03:00,2018-08-28T02:30:04-03:00,166,166,"Ignacio Zuleta",M
5204,"Cómo lograr estrategias de desarrollo inteligente",clarin,/opinion/lograr-estrategias-desarrollo-inteligente_0_SkNs2_gvX.html,2018-08-27T02:30:04-03:00,2018-08-28T02:30:04-03:00,1218,1218,"Luis Rappoport",M
5205,"Invertir en tecnología: el caso del INVAP",clarin,/opinion/invertir-tecnologia-caso-invap_0_B14sBYgvm.html,2018-08-27T02:30:04-03:00,2018-08-28T02:30:04-03:00,1219,1219,"Juan Pablo Ordoñez",M
5206,"La domadora y el patriarcado",clarin,/cultura/domadora-patriarcado_0_HkSpxYxP7.html,2018-08-27T02:30:04-03:00,2018-08-28T02:30:04-03:00,640,640,"Patricia Kolesnicov",F
5207,"Ya hay que planificar 2019 y todo es duda",lanacion,/2165966-ya-hay-planificar-2019-todo-es-duda,2018-08-27T02:30:09-03:00,2018-08-27T20:30:09-03:00,76,76,"Guillermo Oliveto",M
